         9610377 function calls (9601061 primitive calls) in 6.360 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/contextlib.py:496(callback)
        8    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/tri/_tripcolor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/igraph/layout.py:118(coords)
       33    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:391(_fields_in_init_order)
        6    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_api/deprecation.py:239(__init__)
       20    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/igraph/drawing/colors.py:529(<genexpr>)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:4662(__str__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/ImageMode.py:1(<module>)
      100    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1737(cast)
       61    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:4046(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:2835(__init__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:400(_tuple_str)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/contextlib.py:533(__exit__)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/cycler/__init__.py:119(Cycler)
       33    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:493(__init__)
       48    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:4239(<genexpr>)
       36    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/igraph/__init__.py:4571(<listcomp>)
       18    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/cycler/__init__.py:438(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/rcsetup.py:256(_validate_toolbar)
       12    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/legend_handler.py:62(__init__)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.10/configparser.py:172(__init__)
       17    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:646(__iter__)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/cffi/api.py:23(FFI)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/posixpath.py:150(dirname)
        7    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/dateutil/rrule.py:70(__init__)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/rcsetup.py:286(_validate_color_or_linecolor)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/igraph/drawing/graph.py:120(__init__)
       33    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/packaging/version.py:452(_parse_letter_version)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:1349(formatannotation)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:198(<dictcomp>)
        6    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/rcsetup.py:174(_make_type_validator)
        3    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/igraph/drawing/baseclasses.py:53(bbox)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/mpl_toolkits/mplot3d/art3d.py:76(Text3D)
       10    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_api/__init__.py:44(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method posix.close}
       30    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:3176(ndim)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:3030(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:980(__or__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:4438(ParseElementEnhance)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:3812(parseImpl)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:286(__init__)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/axis.py:2289(XAxis)
       43    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/colors.py:665(Colormap)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:572(<listcomp>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/types.py:100(prepare_class)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:817(_set_qualname)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:724(_generate_next_value_)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_collections_abc.py:362(__subclasshook__)
        2    0.000    0.000    0.000    0.000 {built-in method posix.access}
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/mpl_toolkits/mplot3d/axis3d.py:732(XAxis)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/igraph/layout.py:121(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_tight_layout.py:1(<module>)
       61    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
       56    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:412(_select_from)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/projections/polar.py:804(PolarAxes)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_mathtext.py:434(BakomaFonts)
       11    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:3761(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/json/decoder.py:284(__init__)
       33    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_api/__init__.py:78(<genexpr>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/weakref.py:290(update)
        1    0.000    0.000    0.000    0.000 {built-in method posix.open}
        2    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/igraph/drawing/metamagic.py:182(Element)
       24    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/dviread.py:221(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:5208(__init__)
       24    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/igraph/configuration.py:417(instance)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.10/os.py:759(decode)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/dviread.py:1033(_LuatexKpsewhich)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ast.py:76(_convert_signed_num)
       45    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
       18    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
       33    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/numpy/core/multiarray.py:1080(copyto)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/platform.py:162(libc_ver)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:4785(__str__)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/axis.py:2527(YAxis)
        4    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/rcsetup.py:221(validate_fonttype)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/uuid.py:84(UUID)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_compression.py:39(__init__)
       57    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/tokenize.py:321(read_or_stop)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_enums.py:115(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/legend_handler.py:633(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:502(ParseResults)
       34    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
       43    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/collections.py:961(_CollectionWithSizes)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:2328(_namedtuple_mro_entries)
       30    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:636(__contains__)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:4680(stopOn)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:600(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ast.py:72(_convert_num)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1884(Affine2D)
       38    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/_binary.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/offsetbox.py:1141(OffsetImage)
       10    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_docstring.py:33(__init__)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.10/collections/__init__.py:977(__missing__)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/colors.py:1216(Normalize)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/textpath.py:26(__init__)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/figure.py:2149(SubFigure)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/igraph/drawing/vertex.py:72(VisualVertexBuilder)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:3033(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/igraph/drawing/graph.py:92(__init__)
       29    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/cffi/model.py:264(__init__)
       24    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/dviread.py:188(_dispatch)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:2579(FigureManagerBase)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/cffi/model.py:102(PrimitiveType)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:3622(__str__)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/widgets.py:2177(_SelectorWidget)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/os.py:1080(__subclasshook__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ast.py:67(_raise_malformed_node)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/collections.py:1565(EventCollection)
       32    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/mpl_toolkits/mplot3d/art3d.py:844(Poly3DCollection)
       30    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/numpy/core/function_base.py:19(_linspace_dispatcher)
        3    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/rcsetup.py:576(_validate_greaterequal0_lessequal1)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1107(__mro_entries__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/six.py:164(_resolve)
       26    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:424(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/posixpath.py:117(splitext)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/axis.py:33(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_enums.py:181(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/gzip.py:410(_init_read)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.10/os.py:817(fsdecode)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/axis.py:523(Ticker)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/axes/_secondary_axes.py:11(SecondaryAxis)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:1090(TimerBase)
       21    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_api/deprecation.py:171(__set_name__)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/category.py:26(StrCategoryConverter)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/stackplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/widgets.py:3210(RectangleSelector)
        2    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_api/__init__.py:209(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_compression.py:59(close)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:3380(_Backend)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:6716(unicode_set)
       17    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/colors.py:97(ColorSequenceRegistry)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/offsetbox.py:1458(DraggableBase)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1219(__init__)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:245(<genexpr>)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:254(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/artist.py:88(_finalize_rasterization)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/igraph/drawing/vertex.py:47(__init__)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/units.py:108(ConversionInterface)
        1    0.000    0.000    0.000    0.000 {built-in method posix.scandir}
        5    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/rcsetup.py:568(_validate_greaterthan_minushalf)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/tri/_triinterpolate.py:985(_DOF_estimator)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/mpl_toolkits/mplot3d/axis3d.py:740(YAxis)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/mathtext.py:48(__init__)
       24    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/patches.py:2265(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/rcsetup.py:131(_validate_date)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/offsetbox.py:824(AuxTransformBox)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:188(<listcomp>)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:508(_init_param)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:532(FontProperties)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1153(LockableBbox)
       20    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/igraph/drawing/utils.py:42(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:3794(__init__)
       30    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:3172(_ndim_dispatcher)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:326(__set_name__)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:968(_sanity_check)
       21    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
       18    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/cycler/__init__.py:190(change_key)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:2248(<listcomp>)
       28    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       33    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:4246(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:2574(NonGuiException)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/ticker.py:1305(EngFormatter)
       30    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/numpy/core/multiarray.py:669(result_type)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1254(__iter__)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/ticker.py:2704(LogitLocator)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:1390(exec_body_callback)
        2    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/scale.py:702(get_scale_names)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/cm.py:390(ScalarMappable)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/tri/_triangulation.py:8(Triangulation)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1236(_get_parent_path)
        5    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/packaging/version.py:76(__lt__)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/container.py:5(Container)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:645(_is_classvar)
        4    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/ImagePalette.py:25(ImagePalette)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:1772(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/xml/etree/ElementTree.py:125(Element)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/mpl_toolkits/mplot3d/axis3d.py:748(ZAxis)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1685(TransformWrapper)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:3606(parseImpl)
        2    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/igraph/layout.py:317(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/__init__.py:645(RcParams)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:210(_process_plot_var_args)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/tri/_trifinder.py:27(TrapezoidMapTriFinder)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_afm.py:358(AFM)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/xml/etree/ElementTree.py:1771(C14NWriterTarget)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/offsetbox.py:595(DrawingArea)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/tri/_triplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/projections/polar.py:140(PolarAffine)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/Image.py:3322(Exif)
        4    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/igraph/drawing/utils.py:57(coords)
        2    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/rcsetup.py:406(_validate_mathtext_fallback)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_layoutgrid.py:31(LayoutGrid)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/offsetbox.py:707(TextArea)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/backend_managers.py:32(ToolManager)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/contextlib.py:514(_push_exit_callback)
        2    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/rcsetup.py:765(_validate_legend_loc)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/kiwisolver/exceptions.py:19(DuplicateConstraint)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/dateutil/rrule.py:1418(_rrulestr)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/tri/_tritools.py:11(TriAnalyzer)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1163(__init__)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/backend_tools.py:73(ToolBase)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:409(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/legend_handler.py:524(__init__)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/ticker.py:375(ScalarFormatter)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/collections.py:1972(_MeshData)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:855(<lambda>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/Image.py:3116(register_open)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/scale.py:754(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/Image.py:3176(register_extensions)
        2    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
       10    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/rcsetup.py:374(validate_fontweight)
       17    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:219(<listcomp>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:547(<dictcomp>)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:653(_is_initvar)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1276(Transform)
        1    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/mlab.py:770(GaussianKDE)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/dates.py:995(rrulewrapper)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1077(TransformedBbox)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:436(_field_assign)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/collections.py:1378(LineCollection)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/axis.py:32(<listcomp>)
        2    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/projections/__init__.py:75(register)
       12    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/patches.py:2204(_Style)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_tight_bbox.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/PngImagePlugin.py:343(PngStream)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/gridspec.py:318(GridSpec)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/platform.py:903(system)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/transforms.py:2445(CompositeAffine2D)
        9    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
