         9610377 function calls (9601061 primitive calls) in 6.360 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      390    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_compile.py:619(isstring)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:222(<setcomp>)
      439    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:589(_from_parts)
      130    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:542(_check_name_wrapper)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1628(path_hook_for_FileFinder)
      130    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/colors.py:967(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/shlex.py:1(<module>)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:2292(__or__)
       29    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:438(_select_from)
      367    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:2215(__mul__)
       32    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/__init__.py:667(__init__)
      258    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:404(parent)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_compression.py:66(readinto)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.10/textwrap.py:473(indent)
    26/24    0.000    0.000    0.000    0.000 /usr/lib/python3.10/configparser.py:767(get)
      170    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/colors.py:953(copy)
      601    0.000    0.000    0.000    0.000 /usr/lib/python3.10/posixpath.py:41(_get_sep)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:957(__new__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:368(_make_selector)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:434(__init__)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:1490(_setResultsName)
      356    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:199(ismethod)
       36    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:2870(__init__)
        4    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/colors.py:1679(_make_norm_from_scale)
      119    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       19    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/artist.py:24(_prevent_rasterization)
      195    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:928(fix_flags)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/gzip.py:463(read)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:260(compile_pattern)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/mpl_toolkits/mplot3d/proj3d.py:1(<module>)
     1513    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/igraph/drawing/edge.py:37(_curvature_to_float)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/igraph/__init__.py:237(__init__)
      126    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:986(__setattr__)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:4236(__init__)
       18    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/cycler/__init__.py:416(by_key)
      321    0.000    0.000    0.000    0.000 /usr/lib/python3.10/functools.py:65(wraps)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/mpl_toolkits/mplot3d/axis3d.py:38(Axis)
      417    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:893(__enter__)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.10/functools.py:651(cache)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:6763(pyparsing_unicode)
      509    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
        9    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:2414(__call__)
     12/2    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:2270(makeOptionalList)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/ticker.py:2240(LogLocator)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/xml/etree/ElementTree.py:1(<module>)
      195    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       32    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_collections_abc.py:991(update)
       25    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:56(parse_parts)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/Scrivania/lavoro/borsaNOgui/SimulatorDiscreteSync.py:152(Opti_LocDec_Start)
       33    0.000    0.000    0.000    0.000 /usr/lib/python3.10/contextlib.py:139(__exit__)
       60    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:2703(replace)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/patches.py:3086(ArrowStyle)
    34/26    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:4086(__str__)
       18    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/cycler/__init__.py:150(__init__)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_api/deprecation.py:1(<module>)
       40    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/colors.py:1149(__init__)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/widgets.py:2533(SpanSelector)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_color_data.py:989(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/widgets.py:1341(TextBox)
        3    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_fontconfig_pattern.py:59(comma_separated)
       28    0.000    0.000    0.000    0.000 /usr/lib/python3.10/functools.py:479(lru_cache)
      195    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:76(__init__)
       20    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/colors.py:1189(reversed)
      138    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:826(find_spec)
       28    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:1366(_fixupParents)
       51    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:621(__str__)
      170    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/colors.py:771(__copy__)
       39    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:631(__fspath__)
       44    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:946(copy)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/contour.py:72(ContourLabeler)
       53    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:3370(__str__)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/hatch.py:1(<module>)
       25    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:4841(__init__)
     1876    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/__init__.py:847(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/collections.py:27(Collection)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:623(_cmp_fn)
       32    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/colors.py:497(<setcomp>)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/widgets.py:615(RangeSlider)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/transforms.py:84(TransformNode)
      183    0.000    0.000    0.000    0.000 /usr/lib/python3.10/textwrap.py:485(prefixed_lines)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:995(home)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/contour.py:716(ContourSet)
      189    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:1867(_signature_get_user_defined_method)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/projections/geo.py:294(HammerAxes)
       65    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_api/deprecation.py:99(deprecated)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/rcsetup.py:97(<listcomp>)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.10/os.py:675(__getitem__)
        2    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/igraph/drawing/metamagic.py:152(__new__)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/cycler/__init__.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1147(copy_with)
        6    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/patches.py:2271(<listcomp>)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.10/functools.py:518(decorating_function)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/projections/geo.py:341(MollweideAxes)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/patches.py:2293(BoxStyle)
      114    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/TiffTags.py:26(__new__)
      153    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
      448    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/colors.py:348(<genexpr>)
      316    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/rcsetup.py:878(_convert_validator_spec)
      822    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
       63    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:1985(_signature_is_builtin)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/projections/geo.py:413(LambertAxes)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:852(__iadd__)
      112    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       30    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/rcsetup.py:52(__init__)
      836    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:3006(parameters)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/Scrivania/lavoro/borsaNOgui/SimulatorDiscreteSync.py:63(load_config)
       28    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:1435(__init__)
      170    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/colors.py:677(__init__)
       91    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1494(__init__)
      102    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
      162    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/rcsetup.py:140(validate_bool)
       33    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/numpy/core/numeric.py:136(ones)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/table.py:37(Cell)
        4    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/colors.py:1697(Norm)
      160    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/numpy/lib/shape_base.py:608(_column_stack_dispatcher)
       18    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/cycler/__init__.py:62(_process_keys)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/__init__.py:571(get_cachedir)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/xml/parsers/expat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_mathtext_data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/__init__.py:552(get_configdir)
       98    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:470(__setattr__)
       33    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:219(_acquireLock)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/widgets.py:4182(Lasso)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:5329(delimitedList)
     1113    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:1339(LocationEvent)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/texmanager.py:1(<module>)
       36    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_compile.py:437(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/projections/geo.py:272(InvertedAitoffTransform)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/quiver.py:870(Barbs)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:947(__init__)
      142    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:357(__init__)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/patches.py:4054(FancyArrowPatch)
      713    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/widgets.py:3814(PolygonSelector)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/text.py:80(Text)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/igraph/layout.py:369(fit_into)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/packaging/version.py:36(_Version)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:778(exec_module)
       30    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/rcsetup.py:64(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/igraph/drawing/vertex.py:67(__init__)
      198    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_compile.py:81(_combine_flags)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/patches.py:1259(Arrow)
       16    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/gridspec.py:26(GridSpecBase)
      764    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       85    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:4091(<genexpr>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/gzip.py:296(read)
        3    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/category.py:1(<module>)
      131    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:579(_get_mixins_)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/lines.py:216(Line2D)
       11    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/gzip.py:316(peek)
      764    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
      254    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:3882(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/igraph/drawing/vertex.py:71(_construct_visual_vertex_builder)
      791    0.000    0.000    0.000    0.000 {function RcParams.__getitem__ at 0x7f2055871000}
      318    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/__init__.py:781(__iter__)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/patches.py:2658(ConnectionStyle)
      816    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:2691(default)
        2    0.000    0.000    0.000    0.000 {method 'peek' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:523(Optional)
        6    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/patches.py:2264(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/streamplot.py:1(<module>)
      442    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:1432(expanduser)
      134    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:1628(preParse)
      653    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/image.py:1034(NonUniformImage)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/tri/_triinterpolate.py:578(_ReducedHCT_Element)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:4278(__str__)
      222    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1329(<genexpr>)
       67    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:593(__getitem__)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:722(_get_field)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:268(getuntil)
      278    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       78    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:1780(set)
       51    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/colors.py:394(<genexpr>)
       51    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:296(_class_escape)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/widgets.py:1949(Cursor)
      373    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_compile.py:477(_get_iscased)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:626(_find_new_)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/patches.py:3807(FancyBboxPatch)
      138    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
       28    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:745(stem)
       33    0.000    0.000    0.000    0.000 /usr/lib/python3.10/contextlib.py:279(helper)
      349    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       78    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:44(_is_private)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/units.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/cbook.py:539(_get_data_path)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/offsetbox.py:1212(AnnotationBbox)
        3    0.000    0.000    0.000    0.000 {method 'decompress' of 'zlib.Decompress' objects}
      126    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:935(_is_dunder)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/patches.py:4394(ConnectionPatch)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/widgets.py:3056(ToolHandles)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ast.py:54(literal_eval)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/transforms.py:211(BboxBase)
      230    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_pylab_helpers.py:1(<module>)
      573    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
      139    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:2587(__eq__)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/widgets.py:3738(LassoSelector)
       17    0.000    0.000    0.000    0.000 /usr/lib/python3.10/linecache.py:52(checkcache)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/widgets.py:2945(ToolLineHandles)
      395    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:515(<genexpr>)
      160    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/numpy/core/shape_base.py:207(_arrays_for_stack_dispatcher)
      141    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:746(find_spec)
      302    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
      335    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:2789(_Mode)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/bezier.py:1(<module>)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:4672(__init__)
       78    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:1777(get)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:853(__truediv__)
   106/44    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:3038(__hash__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:3973(_setResultsName)
       33    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:602(__setitem__)
       77    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:22(_is_dunder)
      390    0.000    0.000    0.000    0.000 {built-in method from_bytes}
      222    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1335(<genexpr>)
       32    0.000    0.000    0.000    0.000 /usr/lib/python3.10/warnings.py:458(__enter__)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:1671(FigureCanvasBase)
       47    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/offsetbox.py:208(OffsetBox)
      394    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       18    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/transforms.py:2338(CompositeGenericTransform)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/backend_tools.py:29(Cursors)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/gridspec.py:531(SubplotSpec)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/ImageFile.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:615(_make_child)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/colors.py:78(<dictcomp>)
       29    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/cbook.py:1337(_to_unmasked_float_array)
      447    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
      117    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:2545(__str__)
      146    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_mathtext.py:749(StixFonts)
      248    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/patches.py:2271(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/__init__.py:495(_get_xdg_config_dir)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:590(_find_data_type)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/patches.py:27(Patch)
       19    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_api/__init__.py:132(check_shape)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:1567(addParseAction)
      526    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       96    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/rcsetup.py:66(__call__)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:1724(isEnabledFor)
      138    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/cycler/__init__.py:259(__iter__)
       44    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:4283(<genexpr>)
      170    0.000    0.000    0.000    0.000 /usr/lib/python3.10/textwrap.py:482(predicate)
       63    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:1997(_signature_is_functionlike)
       33    0.000    0.000    0.000    0.000 /usr/lib/python3.10/contextlib.py:102(__init__)
      192    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:705(__eq__)
