         50068 function calls (49873 primitive calls) in 28.666 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       54    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/classes/coreviews.py:49(__iter__)
      409    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       25    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:1306(current_thread)
        2    0.000    0.000    0.000    0.000 {method 'throw' of 'generator' objects}
       42    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/mosaik/scheduler.py:363(recursive_union)
       88    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/mosaik/scheduler.py:208(<genexpr>)
       54    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/algorithms/components/strongly_connected.py:79(<dictcomp>)
      483    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/classes/digraph.py:713(add_edges_from)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/algorithms/simple_paths.py:269(_all_simple_paths_graph)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/algorithms/cycles.py:271(<listcomp>)
      110    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:123(<listcomp>)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:376(cached)
      106    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/classes/coreviews.py:281(<genexpr>)
      207    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       23    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:249(__exit__)
       20    0.000    0.000    0.000    0.000 /root/models/cosima_core/simulators/communication_simulator.py:281(check_msgs)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/loguru/_datetime.py:88(aware_now)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/classes/graphviews.py:74(subgraph_view)
        7    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/simpy/events.py:299(__init__)
       20    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/google/protobuf/json_format.py:177(__init__)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:354(cache_from_source)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/inspect.py:3103(signature)
       66    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/tqdm/std.py:686(_decr_instances)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/inspect.py:2851(from_callable)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
       44    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/mosaik/scheduler.py:205(<listcomp>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/inspect.py:2218(_signature_from_callable)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/algorithms/dag.py:76(ancestors)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:484(_get_cached)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/algorithms/dag.py:241(topological_sort)
       42    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/mosaik/scheduler.py:621(<listcomp>)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/classes/function.py:655(get_node_attributes)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.8/json/encoder.py:104(__init__)
       23    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:261(_is_owned)
       33    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/algorithms/dag.py:164(topological_generations)
       69    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       23    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:258(_acquire_restore)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/algorithms/dag.py:110(<setcomp>)
       23    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:246(__enter__)
       23    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:1095(daemon)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/inspect.py:2124(_signature_from_function)
        9    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/algorithms/traversal/breadth_first_search.py:91(bfs_edges)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.8/_weakrefset.py:58(__iter__)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:1177(_make_invoke_excepthook)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/tqdm/std.py:682(<setcomp>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/mosaik/scenario.py:633(cache_dependencies)
       32    0.000    0.000    0.000    0.000 /usr/lib/python3.8/_collections_abc.py:742(__iter__)
       21    0.000    0.000    0.000    0.000 /root/models/cosima_core/simulators/communication_simulator.py:128(get_next_step)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/simpy/events.py:342(interrupt)
       62    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       21    0.000    0.000    0.000    0.000 /root/models/cosima_core/simulators/communication_simulator.py:232(<listcomp>)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.8/pathlib.py:1049(_init)
       42    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/mosaik/scheduler.py:372(recursive_update)
       44    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/classes/coreviews.py:272(<genexpr>)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/mosaik/scheduler.py:140(get_keep_running_func)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/classes/graph.py:1561(copy)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/tempfile.py:272(rng)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.8/_bootlocale.py:33(getpreferredencoding)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1493(_get_spec)
      115    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        9    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/algorithms/traversal/breadth_first_search.py:16(generic_bfs_edges)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/simpy/events.py:245(__init__)
       44    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/simpy/events.py:427(__init__)
        8    0.000    0.000    0.000    0.000 {method 'strftime' of 'datetime.date' objects}
       22    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/classes/coreviews.py:313(__getitem__)
       20    0.000    0.000    0.000    0.000 /root/models/cosima_core/simulators/communication_simulator.py:40(step)
       58    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/google/protobuf/internal/enum_type_wrapper.py:106(__getattr__)
       10    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/tqdm/std.py:110(__enter__)
       27    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
       44    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/classes/coreviews.py:316(new_node_ok)
       41    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       10    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/tqdm/std.py:113(__exit__)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/utils/decorators.py:831(_name)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/loguru/_simple_sinks.py:15(write)
       39    0.000    0.000    0.000    0.000 /root/models/cosima_core/mosaik_sim/SimulatorDiscreteCosima.py:434(__init__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/calendar.py:58(__getitem__)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/classes/function.py:677(<dictcomp>)
       21    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/simpy/io/codec.py:10(expand_datatype_list)
       96    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/_distutils_hack/__init__.py:89(find_spec)
        1    0.000    0.000    0.000    0.000 /root/models/cosima_core/simulators/communication_simulator.py:244(send_initial_message)
       23    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:255(_release_save)
       82    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/tempfile.py:286(<listcomp>)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/_weakrefset.py:106(remove)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:746(create_module)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:151(__exit__)
       28    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x902780}
        9    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/classes/digraph.py:874(successors)
       32    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /root/models/cosima_core/mosaik_sim/Collector.py:68(finalize)
        2    0.000    0.000    0.000    0.000 <class 'networkx.utils.decorators.argmap'> compilation 4:1(argmap_empty_graph_1)
       21    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.8/random.py:285(choice)
       46    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        7    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/simpy/events.py:224(__init__)
       45    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:154(_path_isfile)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/random.py:94(__init__)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.8/codecs.py:186(__init__)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:689(spec_from_file_location)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        3    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
       47    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/mosaik/scheduler.py:164(check_time)
       21    0.000    0.000    0.000    0.000 /root/models/cosima_core/simulators/communication_simulator.py:119(is_waiting_for_messages)
      120    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
       23    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/tqdm/utils.py:108(__init__)
       10    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/utils/decorators.py:1171(_indent)
        1    0.000    0.000    0.000    0.000 {built-in method fcntl.ioctl}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/random.py:123(seed)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/socket.py:496(close)
       22    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/google/protobuf/json_format.py:455(__init__)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:103(release)
       43    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:127(_path_split)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:145(_path_is_mode_type)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:78(acquire)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/simpy/io/base.py:230(close)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:725(find_spec)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/generators/classic.py:459(empty_graph)
       41    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       70    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
       23    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
       11    0.000    0.000    0.000    0.000 /root/models/cosima_core/mosaik_sim/SimulatorDiscreteCosima.py:228(get_data)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.8/random.py:250(_randbelow_with_getrandbits)
       48    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:513(is_set)
       91    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/classes/coreviews.py:43(__init__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/algorithms/cycles.py:200(<genexpr>)
       42    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/mosaik/scheduler.py:462(rt_check)
       33    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/socket.py:492(_real_close)
       10    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/algorithms/cycles.py:214(<genexpr>)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.8/re.py:203(sub)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/calendar.py:77(__getitem__)
       10    0.000    0.000    0.000    0.000 /root/models/cosima_core/mosaik_sim/Collector.py:60(get_data)
      226    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
       32    0.000    0.000    0.000    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/classes/graph.py:435(__iter__)
       23    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/tqdm/utils.py:112(__format__)
        2    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/functools.py:404(__get__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1075(path_stats)
       14    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/loguru/_datetime.py:79(get)
       46    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/tqdm/std.py:163(colour)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:176(cb)
       16    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
       34    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:867(__exit__)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f5d73632160}
       38    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/socketserver.py:477(server_close)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/classes/reportviews.py:188(__getitem__)
        2    0.000    0.000    0.000    0.000 {method 'timetuple' of 'datetime.datetime' objects}
       42    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/mosaik/scheduler.py:246(rt_sleep)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/tqdm/utils.py:187(disable_on_exception)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/tqdm/std.py:1286(fp_write)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/posixpath.py:140(basename)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:553(_classify_pyc)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/inspect.py:2489(__init__)
       34    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:863(__enter__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/classes/function.py:69(degree)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/multiprocessing/util.py:171(register_after_fork)
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:389(parent)
        8    0.000    0.000    0.000    0.000 /root/models/cosima_core/mosaik_sim/SimulatorDiscreteCosima.py:423(<listcomp>)
       78    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/classes/filters.py:54(__call__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/classes/digraph.py:931(edges)
        6    0.000    0.000    0.000    0.000 <class 'networkx.utils.decorators.argmap'> compilation 8:1(argmap_strongly_connected_components_5)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.8/_weakrefset.py:26(__exit__)
    16/10    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/utils/decorators.py:1141(_flatten)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/classes/reportviews.py:417(__init__)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/tqdm/utils.py:125(__eq__)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1330(_path_importer_cache)
       21    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/simpy/io/codec.py:69(<genexpr>)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/classes/digraph.py:469(add_nodes_from)
        1    0.000    0.000    0.000    0.000 /root/models/cosima_core/simulators/communication_simulator.py:211(check_if_is_only_one_max_advance_message_and_get_latest_simtime)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/mosaik/scheduler.py:693(clear_wait_events_dependencies)
       27    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/numpy/lib/function_base.py:867(_copy_dispatcher)
       22    0.000    0.000    0.000    0.000 {method 'locked' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        2    0.000    0.000    0.000    0.000 {function socket.close at 0x7f5d735ed1f0}
        1    0.000    0.000    0.000    0.000 {built-in method posix.killpg}
       33    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/posixpath.py:117(splitext)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/classes/graph.py:1962(nbunch_iter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/weakref.py:102(__init__)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/simpy/core.py:53(callback)
       21    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/simpy/io/codec.py:33(expand_converter_list)
        1    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:79(_unpack_uint32)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/classes/filters.py:51(__init__)
       51    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       29    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/contextlib.py:108(__enter__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/classes/digraph.py:1085(in_degree)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/contextlib.py:238(helper)
       63    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/classes/reportviews.py:1056(__init__)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/mosaik/scenario.py:603(<listcomp>)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.8/_weakrefset.py:20(__enter__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.8/re.py:289(_compile)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/mosaik/_debug.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/multiprocessing/process.py:234(ident)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/mosaik/scenario.py:582(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/weakref.py:159(__setitem__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/inspect.py:2772(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/tqdm/std.py:438(status_printer)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/classes/function.py:159(freeze)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:586(_validate_timestamp_pyc)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/loguru/_handler.py:110(_protected_lock)
        1    0.000    0.000    0.000    0.000 {built-in method posix.getpgid}
       19    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/classes/graph.py:453(__contains__)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.8/_collections_abc.py:676(items)
        1    0.000    0.000    0.000    0.000 {built-in method fromtimestamp}
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.8/codecs.py:214(setstate)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/simpy/exceptions.py:22(__init__)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:800(find_spec)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/tqdm/utils.py:156(__init__)
       21    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/simpy/io/codec.py:74(<genexpr>)
       50    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       15    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/classes/digraph.py:906(predecessors)
       58    0.000    0.000    0.000    0.000 /usr/lib/python3.8/_collections_abc.py:392(__subclasshook__)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/utils/decorators.py:1035(<genexpr>)
       23    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/tqdm/utils.py:152(wrapper_setattr)
       21    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/simpy/io/codec.py:71(<genexpr>)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/tqdm/std.py:1153(_comparable)
       10    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/classes/reportviews.py:788(<genexpr>)
        4    0.000    0.000    0.000    0.000 {method 'timestamp' of 'datetime.datetime' objects}
       26    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/classes/coreviews.py:267(__init__)
        8    0.000    0.000    0.000    0.000 /root/models/cosima_core/mosaik_sim/SimulatorDiscreteCosima.py:424(<listcomp>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:406(spec_from_loader)
       50    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/tqdm/utils.py:266(_supports_unicode)
        8    0.000    0.000    0.000    0.000 /root/models/cosima_core/mosaik_sim/SimulatorDiscreteCosima.py:361(<listcomp>)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/classes/reportviews.py:1093(data)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1172(exec_module)
        2    0.000    0.000    0.000    0.000 {method 'replace' of 'datetime.time' objects}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/contextlib.py:82(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/classes/digraph.py:1041(degree)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/mosaik/scenario.py:674(<listcomp>)
        7    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/classes/digraph.py:364(adj)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.8/_collections_abc.py:664(__contains__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/contextlib.py:117(__exit__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/pkg_resources/extern/__init__.py:57(find_spec)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/mosaik/scenario.py:522(<listcomp>)
       32    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/classes/coreviews.py:52(__getitem__)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/classes/digraph.py:547(remove_node)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:342(__init__)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:129(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/multiprocessing/synchronize.py:360(Barrier)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/multiprocessing/synchronize.py:46(SemLock)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/tqdm/std.py:1157(__hash__)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/utils/decorators.py:82(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 /root/models/cosima_core/mosaik_sim/SimulatorDiscreteCosima.py:248(<listcomp>)
       11    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/classes/graph.py:59(__set__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/weakref.py:284(update)
       11    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/classes/digraph.py:37(__set__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/genericpath.py:121(_splitext)
        2    0.000    0.000    0.000    0.000 <string>:1(__new__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/simpy/io/base.py:197(fileno)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/utils/decorators.py:990(get_name)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:175(_path_isabs)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/loguru/_recattrs.py:16(__format__)
       21    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/simpy/io/codec.py:76(<genexpr>)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/networkx/utils/decorators.py:808(_count)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/mosaik/scenario.py:647(cache_related_sims)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/dist-packages/mosaik/scenario.py:589(<listcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method combine}
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
